User ID,Total Distinct Users,Total Unique Events
f24d786d-afe3-4031-845f-562e2135e7b0,1,2
13ba3772-0095-41d1-ba09-82eda5e3d849,1,1
30da0440-ea20-4d40-aad6-63c71291f340,1,4
8b6e303e-dc4e-4d63-b0c1-31e13ec59453,1,4
1372d9a2-d1c6-4035-aeb6-16d60d33150e,1,1
0aceefa3-d92a-4761-b99f-960a1bce8c1f,1,1
017cf46a-a9ff-4144-a703-7405d7339990,1,9
8638fb56-7f6f-4690-8d75-51f1e40f7d5c,1,1
a0e288d0-4933-406f-bf7c-0091b23bede4,1,2
ecf6b9b1-e596-44fd-83f5-066c3f96e50b,1,1
52c4802b-d4c8-4aeb-ad51-6ac6337c0e84,1,2
de00a1cc-3a9f-40bd-8fe8-1785a90dc012,1,12
b1c9149d-7707-4be6-aae0-511c9fd8eb00,1,4
3d291281-ffa8-49c9-bb09-246846962f25,1,6
9906cb4e-6084-4330-9899-2e75de0af47b,1,1
b0d31cca-8c4c-4559-b0c8-79dec2de0469,1,1
77e16607-067c-4ce2-8055-7640f5379c94,1,3
cec4f5db-6981-41c8-b465-adbf1e89b21f,1,1
c6cf2ff5-6d4a-4c61-8086-a8b7f28d2e24,1,12
7a77ac28-1dc7-4d02-8689-57194de5628c,1,12
60a84abb-9982-4854-b12f-c6d6acd1bd7b,1,1
595c2636-df49-484e-b4e8-88d4dd203cef,1,3
4a2ed295-6a67-4142-8c5f-17f7b7c71df5,1,11
680a6c65-5860-490a-9226-5334853bf86e,1,2
2efe4f5d-3c68-4e5f-b872-87a9bf80874d,1,4
8c99d795-a6b3-44f9-9c62-3606ff205ff4,1,2
dbebad11-7996-43fa-aaf5-5d819f152e32,1,2
db427258-9964-492d-9e5e-d0c1a0aaa7fa,1,2
69ba6a82-5bfa-41a9-abeb-64efa5c24ad9,1,2
4f0eddd9-e829-41ab-a689-d4238c3d3e04,1,2
d784e43c-cf39-4da4-9dcc-bdc073c20ba6,1,2
9fa2e8dd-b0bc-486b-b8bd-e7a164f96446,1,3
ffa8ce0c-c902-4137-a976-492686650ac7,1,7
6eb1e6b6-9b3a-4146-bea4-5f479d667411,1,1
64894e22-87d3-48f9-9f64-dfdab54910b9,1,12
e08ec478-3c31-474a-8d3f-83e484b3642e,1,8
50670467-67c2-4381-b7a1-c6c3eb7754bb,1,4
fcf256af-1997-42b4-a064-76e77c293ee7,1,7
383696dd-367b-483b-ba09-8f0322bb23da,1,1
62518b92-88a2-43c9-9129-2aefa562f845,1,3
e19d236a-249e-49a3-a9f8-e659529f753e,1,2
daef8afc-00ad-4271-96bc-5f047ed04bd4,1,2
0ddaf97b-903e-42df-81f9-30c2fd6b298a,1,2
c3a086f5-17b9-4d8e-8f0d-81a9ac9f0c10,1,1
275be6b6-462a-4f24-ba09-bf71965131ce,1,2
faf1d28d-d3fb-4bb8-a188-3ec435f24921,1,2
c89cdbda-f732-4b0c-ac7c-41db2755d6d4,1,1
5278c0c3-5621-426f-ba9a-c854e8aae03f,1,3
0521e5b4-3490-4c13-abf8-b7cd39bc8c84,1,3
12c068f5-e068-41d0-a066-c765e28eab0f,1,4
5e196ff9-e252-4f3c-9e03-33f2e7988d73,1,4
35bd7641-975d-401b-9a7c-ab9fdc79c45e,1,1
f3fbbe6b-b302-4f47-86af-67ae328b3b64,1,7
1319e5a0-c726-4210-9d88-e0473c2e0c6c,1,8
e5212d69-3413-4490-aa32-5f388c68b5ef,1,4
4e5bed6a-6415-4290-9c50-2d1d1a733d98,1,1
e772691f-8e36-46c5-9903-5ea09022cc43,1,1
7c6cd30f-0b06-44f1-a05f-3d36d12f696f,1,8
d27d783c-bddf-4cff-b830-dbd10c5b670d,1,3
c0da9289-0711-451e-8ee4-5d27ae49a1f1,1,4
90782070-2712-4a83-b23e-13bd773b5204,1,2
e8d23b9e-33f5-4d22-a68e-0bf489b31117,1,3
005c2774-88e3-4178-964a-b1e1019e6c90,1,1
7e6062c7-f545-4a2d-aae4-af198968cbec,1,1
83b306c1-c281-483b-a6d6-c0456a7b6d47,1,9
fb8a4c84-2dc9-447e-be42-454071083e97,1,10
431c8b2b-bb8d-4f11-96ff-916f71bd330d,1,5
cf7fe9c2-6b55-4da5-9ac4-62cb9fb2f6ca,1,2
95fce05e-eff0-40ac-ba62-cf47292ef843,1,3
0cb30c65-6597-4b02-ad53-8c091c737f5c,1,2
fbd76834-8b05-4751-b45a-102be32d314c,1,2
e889b52d-1dd8-4037-854d-0fbed419a103,1,1
8cb2b0e4-c9d6-4c84-8c81-189535c9e523,1,6
d3ac32c8-bfc0-4815-a9dd-a3a54fc9a505,1,8
324af7cc-66a5-4f47-ab7d-fc70cf15bba7,1,4
cf82de1a-d86b-414b-b1ac-638546ab0bad,1,3
2f872155-5a5e-4488-ba3a-8319d77a15bf,1,2
2bdf6c05-31ad-4215-9520-a81f6d3a8f01,1,2
5aa9a02b-1ef2-4154-9182-e9ff0d388260,1,4
86cca875-531e-4888-bf5c-a6040505732c,1,12
ae1b2e2b-f713-4067-9d39-cbdcd058ec65,1,9
fb5fc3f0-00a3-4910-a583-828be90b54f1,1,8
8aff3f27-741d-4c95-b9a6-4e35b100beea,1,7
2308e8e1-0f20-4ea6-97b8-adf67f1619d3,1,5
ee0b98cd-d9fa-4c27-8300-9c927226816a,1,1
60a5f1a2-a995-4ae0-9e0a-74a5fc5759d7,1,1
2d8d0e7c-05b7-4dc0-a0da-ec9f4b3ae92a,1,4
2c69a504-4d94-4e4f-a5dd-afa19a103a2d,1,8
d799d11c-6687-49ee-b8db-045b46dc1f91,1,2
5d2134a9-b45a-4c86-ba92-57a7a526bf18,1,4
4a4a9081-7459-4e33-bc81-6fa845d8f1fa,1,2
285b32fd-2abe-4b1a-8365-8b779afd63c1,1,9
e846a362-3d33-4bbd-aaa9-51bb4230cd53,1,8
3064f11e-82a5-479d-9d50-98a71168a24f,1,1
e5bb6f06-7d17-46ad-bc95-0ec47a965313,1,1
a9ea262b-9ddc-461d-bbc4-078e792bca35,1,2
324ec7d4-4888-4c17-8a24-7c731a6ecd81,1,5
70e250e7-4d64-4a04-84d4-0ea7341892d7,1,3
6f075106-142c-4187-9d0f-3771b0447d0f,1,2
aeb0c0e4-36b7-47df-85e3-d7a5fa13fdc9,1,4
112ea10d-9b64-491c-9e56-59dc9b6e425a,1,5
363ac488-bdc4-4e1f-80d7-f118f880cb8f,1,1
558bd760-676b-4f2b-a95d-14dde9bec1cc,1,1
df501b7b-d913-4ca2-971b-dee67f67d70b,1,10
b2bcb306-b307-456d-aa03-5108696b8ad1,1,8
5e83f2c0-02d5-49fb-bba5-c87ef325ccf1,1,1
d6628a8a-5b6b-4231-b21d-913bb4cec70f,1,11
591712f5-2fe4-4746-badf-08ba6eecd8df,1,4
15007ac6-8dbe-42a1-8d18-87765e3a7fd2,1,10
a56a2631-9aca-48a0-8166-8c8223ee4048,1,1
3e0499e4-a887-4f7d-8a4f-a28d9c142578,1,5
3e4f71a3-301c-436d-a21a-d27341b8bec3,1,4
9df59829-3941-4466-b892-914ec61b9d21,1,1
f996fc02-d41b-468b-b7b7-6c30e2058695,1,1
0cc0fa47-9525-4fbd-b87b-d6312c1c68d9,1,2
abaf0643-bacd-4c48-ab89-8acba823db29,1,7
bfd91da1-13dc-4d65-bdb8-f7e1e4e9197d,1,1
da476718-67d8-43f0-a94c-cffae125fd91,1,12
c6addb2f-6c2d-4a30-b7fd-3d892113f363,1,1
84b19183-da34-43a5-b24f-7341db06a957,1,3
9bf582b8-1534-42e2-837c-1ef01c2b9a9d,1,1
40c53ff5-fa2d-44de-bd9b-fa72c63de50e,1,1
8e0e1774-4f70-4ad5-8d8b-e5b4dd3a2a23,1,4
3f759cfa-3035-4d4d-a897-0acef27a3595,1,9
cb4b7ef2-07e9-43d4-a37e-a31dc50d295d,1,10
2f433cd4-4393-4009-bf94-fe1dc4567176,1,2
898c123b-1833-4b56-b669-150e7c99a911,1,2
409cecd1-394f-42d5-b537-63cc7a0dde21,1,4
6ace30ac-72be-4eb8-bfd8-0651736194c4,1,12
c4d2718a-47c1-4b1b-a7a9-c090398b0cfa,1,1
8ab37327-2617-4193-b529-6b1d3afffa1e,1,5
1d2556b0-0aa7-40a3-b49b-5182357e9c2f,1,12
0d98a43e-f3c0-4c9c-8606-362182bb2720,1,6
731a7c90-6b34-4ea2-85eb-f423a78254cf,1,8
146506d3-1ff0-4c22-8dbe-c7861b9e8244,1,4
4a979060-77bf-476b-af53-d346af16906d,1,10
7aa32b8e-a29d-4543-851c-5e6a3490b17a,1,5
2a51f46e-bc1d-42f3-915a-eda3c84199a9,1,1
1ec467d9-e9c6-4718-988b-6eff28509bb4,1,1
c3034a03-6e1a-44d1-b99f-408f95f5269f,1,1
a35adc14-dc53-433d-adba-90b628ba4347,1,6
952c985f-c940-4359-832c-671854434395,1,2
39dd382e-c07d-4c1a-ad94-039ca2f9727c,1,2
14379827-37a0-414b-bcb3-50bead281049,1,1
0c48dfbe-8a26-47ec-acdf-5c61af025c66,1,2
80b6380f-47c4-4b01-aa97-c03a289b84c6,1,3
f07f2efe-4b9c-48d4-badc-820cebc69002,1,2
1a6778b1-ecab-4824-9544-0c9b676157d9,1,8
2d188796-7a48-4fba-9a17-d8c9d940387d,1,9
b562fcdd-9a95-4db3-9240-ccf3050e9818,1,3
d57a30ff-7b42-4586-a0fe-b4a7df0da6e8,1,6
9e9bc5f7-921a-4128-8339-988f4b8aee5c,1,1
2f9c2d5c-96bf-4734-9708-5d2bf0b2d94d,1,8
b7fecb44-c52e-4ee2-8e83-df1ba69da2fc,1,1
8a20418d-c3e3-4fef-bfa1-a67a65fea52b,1,2
49ace4a8-371a-4854-8f3c-60e1ab42a1b8,1,2
55fcf557-331a-4dfe-a61b-df69b0ec49de,1,1
b86a74ef-1dcf-44f2-b966-057a49bf10b9,1,1
d16ce528-44a3-4603-a3c6-f7ce2094f1e9,1,3
4a77fa52-4053-4bc9-9c51-b8c65ae0f920,1,12
c877cd70-fbca-47e6-8baa-3da8031eeb94,1,2
1d7adb70-5dea-4f39-9ab1-8898aa9dc0b9,1,4
7d8899f6-99ea-4d33-9eaa-5e744709a2c3,1,7
b301ebb3-ace6-4476-9f9b-6042faadeda4,1,1
31d07e34-06f7-450b-858c-68adbcbae2f9,1,1
88514a05-a54a-47ba-90a7-576e2fd9034b,1,1
9cbc003d-a567-443b-9dfd-48ee0116be52,1,2
09a5bcb9-6934-4bb5-b8bd-28ca0ccf8314,1,11
5273ff0f-a889-4f71-9104-b16fa6e2404e,1,2
04f43c75-47c3-41d3-bcf6-8312278a03d3,1,5
f3801452-b1df-4a3c-bc4f-ff4cba83ebf3,1,1
26adffe2-e1c8-443c-84e2-98ef9c5934b8,1,9
d2473adf-387d-411f-9ec4-d33e63936e03,1,2
693ac551-e5fc-4543-a306-f80074a9abac,1,4
526cbfdb-0cc0-4e48-be3a-cb8aeb10a440,1,2
1cfb3254-12ab-4353-9a55-d53638d7f539,1,1
34dce284-674d-447f-b446-6ab420b9de57,1,6
ffc9a42a-a05b-4246-8cf9-3d93b36de927,1,11
85d44f3a-230b-4a86-8bff-357785ac5640,1,5
30601bac-d36c-4f8e-ae7f-1b1d940cf1b1,1,3
21e68611-91fd-485d-9769-21db7a946ddb,1,2
66300871-fb1a-4a49-b32f-1e95ae574801,1,6
4f7f98ae-ded2-41a2-9b04-43c59ff96c72,1,4
334c3030-5a40-44a1-953b-76e55cf8cd88,1,6
58c9768e-a1e3-48bc-8c31-f796ab858a1b,1,2
16c740f1-4d77-49b2-8859-b9a5e4c3cae4,1,2
e0184a2a-917b-4e28-b475-51332b4740d7,1,2
f96fbb40-ed9f-4486-bfd4-29c60d27bc84,1,2
83893f11-aa99-457c-85dd-bb3b4777dcc7,1,4
68871788-3657-40fd-91cb-c72df661ee5f,1,1
3abc1c48-f271-4b9a-8652-3c6b35ed6adc,1,1
4341e3e7-c3c9-44ee-b38c-e6606eee69fa,1,6
b95c3552-25e7-48b2-9c69-7115cd63b2fa,1,3
58d54d3b-cd53-4a4a-8931-86034ecda46b,1,1
0853939d-7937-4ee2-bb5a-51a82e36b3cd,1,2
bb7dbb5a-0f5d-46cb-984a-8dfbf1fcba3c,1,1
cb07a7da-b889-4d13-b86e-cc4e6edf389c,1,4
5c5b4e2e-38f6-47fe-af8c-cf84e5169170,1,2
bd4eccac-a720-4a03-a26f-68931d5d70de,1,3
0d645ce4-e50d-44ce-a855-edc237beadd5,1,1
a8c1dff3-de92-4892-aa9a-69f49f75ce71,1,4
4933d005-b9c6-4601-bbb7-faed993e816f,1,12
8b94b0fe-040d-4d9d-828b-4ebc8580acfc,1,2
6cabebab-a744-4e2d-bfa1-9333f47fea96,1,6
54f9c5fa-7098-4fbc-915d-626640e6e5e6,1,2
ea5f01a7-8f7d-4661-a7cd-b93c3bc56df6,1,11
3f02c495-ecd8-4ee8-a8ed-4c02a30e1658,1,1
ead6d634-fbee-4723-8e1d-746f57cdd1da,1,1
ab557950-158c-4f18-8159-c197662210ef,1,12
dc9168dd-64d5-4639-a399-19b720d3adfd,1,1
bf7ba865-2e82-4919-b571-451298d8b5cf,1,1
9992d5f5-7f10-4097-a2f4-fb2f70c628af,1,2
681b10ee-bd99-4c8b-9759-40decb15d8c4,1,3
7b731563-643a-4779-b445-81709e3c590d,1,8
ef44645b-08a8-4ae8-92bf-96b4d7d3948b,1,3
407ea89b-71ac-451f-885f-f7625afdfe65,1,6
2a8ba481-a6f6-4cc0-9198-6a2f7752b205,1,6
9e3213b7-6ef6-4626-899e-f7df608e0363,1,8
52d0c7f8-0951-4221-b4b2-48e4e2842a35,1,11
06d0bff8-5b0b-47a3-9dc5-d57efe3efa92,1,8
d807d7f0-3392-4845-aa2f-ecd1233b0d71,1,3
f49a20af-b2ab-4c93-bc34-eb396dab8d6a,1,1
88833c08-6947-430b-9bbb-ba34f02131fc,1,1
6394a406-dd6c-49b0-9a6e-e2f131e0020c,1,4
5191c5bf-2476-457a-b827-d71427b5ac10,1,3
4cb1a3fc-eea1-4c12-bfde-afb4d8d449cc,1,7
b3f0de44-e3a4-47ab-93e2-2fcea6349a3e,1,1
57b99cc2-14a7-4f3e-8c65-39228d6af229,1,3
28e54fa8-142e-4e56-a272-c33f605148ff,1,6
6749d4a3-077a-48b2-8b0e-e9733e9277b3,1,1
48628226-54ec-472d-82fd-b74001054179,1,7
b27c4ad8-a0be-455f-9e76-9888687dbc78,1,2
7cb246b8-9a75-4432-9f7f-2b62008cf109,1,8
436f46ef-4274-4967-ba79-c39d38bf83ca,1,1
baa1f8b4-c24e-47fc-9906-d58c9abf90eb,1,1
3e5086b9-738a-44b9-8d07-ef497efe2ae1,1,1
76609e0d-0adf-4f51-a342-218b37510fa7,1,2
46ed3c7b-aaf4-4bda-a23a-14fbd063f77a,1,1
d5bfe57a-5009-4d5a-ac3d-a0ef3127c621,1,8
033a4f60-9494-42d7-ad26-d5a7797e06a1,1,4
5f54049a-c8d7-4e78-9673-86dbd6f820b6,1,8
a50ef0c6-208a-4926-8dd0-4abc962fe484,1,1
cc9c7ef2-9c04-4289-b507-0e74dd220b58,1,8
ccd4f4fb-8ec4-40dd-b4ca-fc47805aad4f,1,7
c822f456-28c2-4f06-8acd-ea03dfa984b2,1,6
949334b8-98ea-45cc-90eb-39cc7cae5cb9,1,1
94c21094-196b-4fe4-8c98-458420f63ae9,1,2
b7dfba1b-de16-4d5f-b705-cf388ea3ac45,1,1
33bb3288-4a94-44b8-9eab-b7f1fffdf570,1,4
2dc7f9cd-ed0c-4176-b033-39d61df1dc00,1,1
3b970e18-2fe1-4bee-bae6-b929cbfb746b,1,6
5d975770-64d4-40de-ad0e-028046dfad83,1,5
6c72288b-bbe0-48ed-81b5-97cb40ad9112,1,1
9dd9bcd4-4078-4977-bfc9-4fba56da64f3,1,7
f64abd93-6e47-4b11-a9ce-8796d7b9440d,1,2
4a04bdb4-d123-46a9-9b90-124c97a1c524,1,1
f8979148-ddc0-4950-975d-2f4f8a763b57,1,1
9fd642f3-3f6e-4653-9809-cd27f03c525a,1,7
6246d9a8-f578-45f4-8d9d-bde1edd98586,1,2
78edf1e0-0c74-4086-a21f-1f9dd3b2af3b,1,8
e1373c19-b9a4-41b2-a5af-841ddbefd0f9,1,8
ef6b2d9f-4e4e-4898-90d0-809d86c0f8b7,1,1
e62e4f69-7bbe-415d-a3bd-2646d24684d6,1,2
e8d9bc05-976f-496d-8b22-a374f03a4f2b,1,2
55ca66e8-c012-4a7a-99ba-7c9c07568948,1,10
8089a2ff-8221-474b-8587-899b5335dbee,1,12
75e194f7-b4f8-472f-b5fc-7cc580f1d4dd,1,2
bfd8adf2-6ce7-4fc2-8270-f1652dea8227,1,10
b6b38029-2f25-4db6-bce3-326eba686205,1,6
ab6916f0-4886-4f72-a242-bf7e917b4b95,1,3
4025cf22-6edc-48f8-a4eb-c63df67531d8,1,9
d4e8b036-0b62-46b3-b131-a2e18e93ca70,1,2
24cf6f2d-ce71-4123-b107-a09aee7e366f,1,2
481bcd00-0b76-44fc-ae59-3cec31deb13a,1,3
7acb9e77-6877-4331-843b-125ca139487f,1,4
97da9460-fed0-4d8b-94f6-7358c01d7a5b,1,2
5027254b-42b6-47bb-bf9d-835334af5d86,1,2
e2dbbb0f-0e51-46e9-8b4e-f968a123ebbd,1,1
5f3f991c-9eaa-426e-b7a2-36128c0c75ab,1,1
fd4e686d-87db-44f5-ad17-31bdd40916cd,1,12
5ae530d1-9611-4611-90b9-8fef10efabd5,1,7
ef2178ad-cc26-4831-993f-86ecfffc79fe,1,7
9862e2d2-d348-4c2b-9c8a-894510fa0e5d,1,5
15474ab3-9281-4e37-b1a7-21f563f98c42,1,7
2ac4c86e-c74e-4ee1-a905-35498d043e40,1,2
3c190f27-c275-4e83-aea6-b8f8d01333a1,1,1
dd2d9330-b835-4f97-aa3c-9056e1a5bd0e,1,10
3cbcc968-fabc-4921-a7b1-a2e6fa64616c,1,10
e441b00c-3b5f-4874-9979-7fe3138f88f8,1,12
4e27eb64-7029-43f5-aca8-0f7407268b20,1,12
3e1f7ef5-f852-4923-b081-23845352902b,1,2
b0d138e8-c561-45b9-b192-95fb20d7b906,1,3
7f383ccb-e066-4dc7-8b83-7a4f61988ba0,1,4
f15351c5-e53b-4faa-9bbd-17b7c04d356d,1,5
2b6184fc-a580-45f3-a667-68e7121c4395,1,1
2625bfd3-f98c-49b7-b880-284d758e80d1,1,12
99bbbadf-505b-4266-9fcd-bd100e1056fb,1,6
e14ac1bb-680d-4268-acf7-35a4bd3dad2d,1,1
68fb9bc6-efdc-4afe-a73b-489f89d9d2cc,1,3
0ca215a9-a82a-4aa8-bf94-f37959573c14,1,1
d1743c47-88a6-4a9f-bdf2-613d0b082a82,1,4
eb48cecc-80ee-4a27-826c-1560fe7e653b,1,1
b217de55-4e46-4a17-90d7-b70bb7d5ddfe,1,6
29f4aeac-cac9-413a-944d-b9a670574efd,1,2
177d1577-7c82-420d-b106-5446ed3be4e5,1,11
067b66f5-f4c5-4b68-b18c-e300e7438ee7,1,9
3f1b6326-e6e5-430b-88bd-cf29848a6e98,1,8
a6b2097e-579f-4989-b562-0fedd8d30a79,1,10
5f95291c-3eef-4ef6-b2e5-0a62052293b9,1,10
5568dabe-ba0c-407c-97dd-1ec51d73139e,1,2
2a01733c-4441-43a2-92b0-3d4a51c942b6,1,7
8f9d6917-80a1-4835-a670-eec62fc9e85c,1,1
9f96f16a-5513-4a5f-b17f-32f0b5718645,1,8
bb2cc874-fee5-40e2-84e7-d27b195fb36e,1,3
4b2adb06-ca61-413b-8e6a-bfa27046e3a3,1,8
aa951968-346a-424b-8535-e4cb42487a24,1,2
663e7258-dad6-4c6b-9830-8209a8f891e6,1,1
25d6580d-4a09-4de1-bb76-e0190c3dcac1,1,5
72bca7f5-2b43-4362-9d8d-5435ee36d412,1,5
30399b9d-cf86-4f79-a557-0083509ef284,1,3
dad09101-fac0-456f-a50d-fd762bb63715,1,2
5a3dac06-c56d-4e28-b109-3b5f0306aafc,1,1
97ec3d55-9dfe-4774-9cae-24f074cc9362,1,5
0ff14f30-457c-45b8-9daa-c5ea6c0d5bee,1,1
91660720-d2da-4244-a081-fd7903454698,1,2
55b305bd-a682-46bd-ac42-148504a89dc2,1,8
dd5628a7-c0ca-4214-b884-91cb8c31259d,1,9
d32454a9-55fb-4473-894f-5d7792ec9d6f,1,1
c1b72657-b4cd-4c07-87cf-68073a820a75,1,1
ca9df89e-c42b-4e7e-ac68-d37f37d44b9a,1,11
f6d74a16-df95-4e5c-8c29-87960248d38e,1,1
44b202f1-596d-401b-a3fb-4cb6e0f1c7c6,1,3
5d4c1e78-e97b-499f-88c0-e44435dce7df,1,4
825e2c5f-d85b-4bb9-9107-86b00f237020,1,2
34bc1fd5-97b7-4fee-8f7f-fe495f8bec56,1,3
9d6eb8be-9309-48b9-9998-65a068a6b4d9,1,2
90b58c04-9d9e-477f-8821-65a5d8b53969,1,7
f24749be-5873-4a02-8492-cb66499b408d,1,4
4395e053-a2a9-4a89-aa0f-96d25d572a39,1,4
0dd8ae90-ccff-4892-bbd3-660f6a78c9f6,1,7
4c9b8183-e952-4b35-83b8-3006a9a29400,1,1
797fc8e8-cdda-46a7-bb5d-ce505fc4be3d,1,2
9fa6eb39-d81a-450e-8d78-41e5819bba53,1,8
ce9fa971-e360-4206-8ed9-629652692434,1,2
d17df7ae-f429-4162-88d2-b42b6c352775,1,6
cf46221c-f506-4e3d-8a30-30685eeba777,1,2
373868a1-263f-412e-9b9f-00e9d7bfa60b,1,2
844f6b3f-07ad-4fb0-ab27-6f2d5ace9ed4,1,12
a8536b37-10ad-4da5-82ac-8bd4ea6ff791,1,3
38601e23-7518-4247-97af-0c66a8c33c3b,1,2
74aba05f-25ef-46c3-ac23-171d2e580a9c,1,7
8acf5856-701b-4309-9d1e-9034548ef170,1,8
b680e52b-07c3-4972-b814-ba3966209071,1,4
b4ceb50c-9200-4a8a-b7fb-125fdb00ec0f,1,1
27e11d90-e862-4a82-b11e-f74739941cff,1,12
31fe295b-50c2-48d2-937f-a2d18fd657bb,1,2
446d6d7d-f853-41ba-ae7d-318b8f08aa0c,1,1
85ae0495-ecc7-4a9e-a31a-c5a8cd5c48e8,1,3
