Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
asus,amd ryzen 5 7600x 6-core processor             ,12,xp-pen,mouse
asus,12th gen intel(r) core(tm) i5-12400f,12,xctech,keyboard
asus,12th gen intel(r) core(tm) i5-12400f,12,xctech,mouse
to be filled by o.e.m.,amd ryzen 5 5500                               ,12,xctech,keyboard
to be filled by o.e.m.,amd ryzen 5 5500                               ,12,xctech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,wooting,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,wooting,mouse
"micro-star international co., ltd.",amd ryzen 9 3900x 12-core processor            ,24,wooting,keyboard
"micro-star international co., ltd.",amd ryzen 9 3900x 12-core processor            ,24,wooting,mouse
asus,amd ryzen 7 9800x3d 8-core processor           ,16,wooting,keyboard
asus,amd ryzen 7 9800x3d 8-core processor           ,16,wooting,mouse
asus,amd ryzen 9 9950x3d 16-core processor          ,32,wooting,keyboard
asus,amd ryzen 9 9950x3d 16-core processor          ,32,wooting,mouse
"micro-star international co., ltd.",amd ryzen 9 9950x3d 16-core processor          ,32,wooting,keyboard
"micro-star international co., ltd.",amd ryzen 9 9950x3d 16-core processor          ,32,wooting,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,wings tech,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,wings tech,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,"wacom co.,ltd.",mouse
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,vxe,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,vxe,mouse
pcspecialist,intel(r) core(tm) i5-14400f,16,use receive,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,usb keyboard,keyboard
"micro-star international co., ltd.",amd ryzen 5 3600 6-core processor              ,12,usb keyboard,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,usb keyboard,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,usb keyboard,keyboard
asus,12th gen intel(r) core(tm) i9-12900k,24,usb keyboard,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,usb keyboard,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,usb keyboard,keyboard
system manufacturer,amd ryzen 5 3600 6-core processor              ,12,usb keyboard,keyboard
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,usb keyboard,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,usb keyboard,keyboard
asus,amd ryzen 5 5500                               ,12,usb keyboard,keyboard
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,usb adapter,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,unified intents ab,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,unified intents ab,mouse
asus,amd ryzen 5 5600x 6-core processor             ,12,unified intents ab,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,unified intents ab,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,umdf virtual vhidev device manufacturer string,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,umdf virtual vhidev device manufacturer string,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,umdf virtual vhidev device manufacturer string,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,umdf virtual vhidev device manufacturer string,mouse
lenovo,intel(r) core(tm) i9-14900hx,32,ugtablet,keyboard
lenovo,intel(r) core(tm) i9-14900hx,32,ugtablet,mouse
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,telink,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,telink,mouse
lenovo,11th gen intel(r) core(tm) i9-11950h @ 2.60ghz,16,telink,keyboard
lenovo,11th gen intel(r) core(tm) i9-11950h @ 2.60ghz,16,telink,mouse
lenovo,12th gen intel(r) core(tm) i5-12450h,12,telink,keyboard
lenovo,12th gen intel(r) core(tm) i5-12450h,12,telink,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12450h,12,telink,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12450h,12,telink,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,telink,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,telink,mouse
"micro-star international co., ltd.",amd ryzen 5 5600 6-core processor              ,12,telink,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600 6-core processor              ,12,telink,mouse
asus,amd ryzen 5 7500f 6-core processor             ,12,telink,keyboard
asus,amd ryzen 5 7500f 6-core processor             ,12,telink,mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,telink,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,telink,mouse
asus,amd ryzen 5 7600x 6-core processor             ,12,telink,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,telink,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,telink,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,telink,mouse
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,telink,keyboard
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,telink,mouse
asus,amd ryzen 7 5800x 8-core processor             ,16,telink,keyboard
asus,amd ryzen 7 5800x 8-core processor             ,16,telink,mouse
lenovo,amd ryzen 7 7435hs                             ,16,telink,keyboard
lenovo,amd ryzen 7 7435hs                             ,16,telink,mouse
asrock,amd ryzen 7 7700x 8-core processor             ,8,telink,keyboard
asrock,amd ryzen 7 7700x 8-core processor             ,8,telink,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,telink,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,telink,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,telink,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,telink,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,telink,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,telink,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-8400 cpu @ 2.80ghz,6,telink,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-8400 cpu @ 2.80ghz,6,telink,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,telink,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,telink,mouse
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,telink,keyboard
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,telink,mouse
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,szh,keyboard
lenovo,13th gen intel(r) core(tm) i7-13700kf,24,sunrex,keyboard
lenovo,amd ryzen 5 5600g with radeon graphics         ,12,sunrex,keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,10,steelseries aps,keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,10,steelseries aps,mouse
asus,13th gen intel(r) core(tm) i7-13700,24,steelseries aps,keyboard
asus,13th gen intel(r) core(tm) i7-13700,24,steelseries aps,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,steelseries aps,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,steelseries aps,mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,steelseries aps,keyboard
"micro-star international co., ltd.",11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,steelseries aps,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,steelseries aps,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,steelseries aps,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,steelseries aps,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,steelseries aps,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,steelseries aps,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,steelseries aps,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i7-13700,24,steelseries aps,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i7-13700,24,steelseries aps,mouse
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,mouse
asus,amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,mouse
asus,amd ryzen 7 5700x 8-core processor             ,16,steelseries aps,keyboard
asus,amd ryzen 7 5700x 8-core processor             ,16,steelseries aps,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,steelseries aps,mouse
lenovo,amd ryzen 7 5800h with radeon graphics         ,16,steelseries aps,keyboard
lenovo,amd ryzen 7 5800h with radeon graphics         ,16,steelseries aps,mouse
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,steelseries aps,keyboard
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,steelseries aps,mouse
cyberpowerpc,amd ryzen 7 7800x3d 8-core processor           ,16,steelseries aps,keyboard
cyberpowerpc,amd ryzen 7 7800x3d 8-core processor           ,16,steelseries aps,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries aps,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries aps,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,steelseries aps,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,steelseries aps,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,steelseries aps,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,steelseries aps,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,steelseries aps,mouse
dell inc.,intel(r) core(tm) i7-10700 cpu @ 2.90ghz,16,steelseries aps,keyboard
dell inc.,intel(r) core(tm) i7-10700 cpu @ 2.90ghz,16,steelseries aps,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,steelseries aps,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,steelseries aps,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14700kf,28,steelseries aps,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700kf,28,steelseries aps,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700kf cpu @ 3.60ghz,8,steelseries aps,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700kf cpu @ 3.60ghz,8,steelseries aps,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,steelseries aps,mouse
hp,intel(r) core(tm) ultra 7 155h,22,steelseries aps,keyboard
hp,intel(r) core(tm) ultra 7 155h,22,steelseries aps,mouse
asus,amd ryzen 5 7600x 6-core processor             ,12,steelseries aps,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,steelseries aps,mouse
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,10,steelseries,mouse
asus,13th gen intel(r) core(tm) i7-13700,24,steelseries,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,steelseries,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,steelseries,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,steelseries,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i7-13700,24,steelseries,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,steelseries,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,steelseries,keyboard
asus,amd ryzen 7 5700x 8-core processor             ,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,steelseries,keyboard
lenovo,amd ryzen 7 5800h with radeon graphics         ,16,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries,mouse
cyberpowerpc,amd ryzen 7 7800x3d 8-core processor           ,16,steelseries,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,steelseries,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,steelseries,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,steelseries,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700kf,28,steelseries,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700kf,28,steelseries,mouse
acer,intel(r) core(tm) i7-9700 cpu @ 3.00ghz,8,steelseries,keyboard
acer,intel(r) core(tm) i7-9700 cpu @ 3.00ghz,8,steelseries,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700kf cpu @ 3.60ghz,8,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,steelseries,mouse
hp,intel(r) core(tm) ultra 7 155h,22,steelseries,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,steelseries,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sscypl,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sscypl,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sscypl,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sscypl,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sonix,mouse
asus,amd ryzen 5 9600x 6-core processor             ,12,sonix,keyboard
asus,amd ryzen 5 9600x 6-core processor             ,12,sonix,mouse
lenovo,amd ryzen 7 3700x 8-core processor             ,16,sonix,keyboard
lenovo,amd ryzen 7 3700x 8-core processor             ,16,sonix,mouse
zr,12th gen intel(r) core(tm) i5-12400f,12,sonix,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12700k,20,sonix,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,sonix,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,sonix,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,sonix,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sonix,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sonix,mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sonix,keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sonix,mouse
asus,amd ryzen 7 5700x 8-core processor             ,16,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,sonix,mouse
"micro-star international co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sonix,keyboard
to be filled by o.e.m.,amd ryzen 7 5800x 8-core processor             ,16,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,sonix,keyboard
asus,amd ryzen 7 7800x3d 8-core processor           ,16,sonix,keyboard
asus,11th gen intel(r) core(tm) i5-11600kf @ 3.90ghz,12,sonix,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12700k,20,sonix,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sinowealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sinowealth,mouse
system manufacturer,amd ryzen 5 3600 6-core processor              ,12,sinowealth,keyboard
system manufacturer,amd ryzen 5 3600 6-core processor              ,12,sinowealth,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sinowealth,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sinowealth,mouse
"micro-star international co., ltd.",amd ryzen 7 5700                               ,16,sinowealth,keyboard
"micro-star international co., ltd.",amd ryzen 7 5700                               ,16,sinowealth,mouse
system manufacturer,amd ryzen 7 5700x 8-core processor             ,16,sinowealth,keyboard
system manufacturer,amd ryzen 7 5700x 8-core processor             ,16,sinowealth,mouse
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sinowealth,keyboard
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sinowealth,mouse
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,sinowealth,keyboard
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,sinowealth,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i9-10900kf cpu @ 3.70ghz,20,sinowealth,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i9-10900kf cpu @ 3.70ghz,20,sinowealth,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,sino wealth,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sino wealth,mouse
"micro-star international co., ltd",amd ryzen 5 3600 6-core processor              ,12,sino wealth,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,sino wealth,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,12,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,sino wealth,mouse
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,sino wealth,keyboard
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,sino wealth,mouse
dell inc.,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,sino wealth,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sino wealth,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sino wealth,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sino wealth,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sino wealth,mouse
lenovo,12th gen intel(r) core(tm) i5-12450h,12,sino wealth,keyboard
lenovo,12th gen intel(r) core(tm) i5-12450h,12,sino wealth,mouse
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,sino wealth,keyboard
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,sino wealth,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12700k,20,sino wealth,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,sino wealth,keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,sino wealth,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,sino wealth,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,sino wealth,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,sino wealth,mouse
system manufacturer,amd ryzen 5 3600 6-core processor              ,12,sino wealth,keyboard
system manufacturer,amd ryzen 5 3600 6-core processor              ,12,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,sino wealth,keyboard
asus,amd ryzen 5 5500                               ,12,sino wealth,keyboard
asus,amd ryzen 5 5500gt with radeon graphics        ,12,sino wealth,keyboard
asus,amd ryzen 5 5500gt with radeon graphics        ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 5600 6-core processor              ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,sino wealth,mouse
system manufacturer,amd ryzen 5 5600 6-core processor              ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,sino wealth,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,sino wealth,keyboard
asustek computer inc.,amd ryzen 5 7535hs with radeon graphics        ,12,sino wealth,keyboard
asustek computer inc.,amd ryzen 5 7535hs with radeon graphics        ,12,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 8500g w/ radeon 740m graphics      ,12,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 5 8500g w/ radeon 740m graphics      ,12,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sino wealth,mouse
to be filled by o.e.m.,amd ryzen 7 5700x 8-core processor             ,16,sino wealth,keyboard
asus,amd ryzen 7 5700x 8-core processor             ,16,sino wealth,keyboard
asus,amd ryzen 7 5700x 8-core processor             ,16,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,sino wealth,mouse
asustek computer inc.,amd ryzen 7 6800hs with radeon graphics         ,16,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 7 7700 8-core processor              ,16,sino wealth,keyboard
"micro-star international co., ltd.",amd ryzen 7 7700 8-core processor              ,16,sino wealth,mouse
asus,amd ryzen 7 7800x3d 8-core processor           ,8,sino wealth,keyboard
cyberpowerpc,amd ryzen 7 7800x3d 8-core processor           ,16,sino wealth,keyboard
cyberpowerpc,amd ryzen 7 7800x3d 8-core processor           ,16,sino wealth,mouse
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,sino wealth,keyboard
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,sino wealth,keyboard
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,sino wealth,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,sino wealth,keyboard
asustek computer inc.,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,sino wealth,keyboard
asustek computer inc.,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,sino wealth,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,sino wealth,keyboard
