Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,sonix,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 2600x six-core processor           ,12,umdf virtual vhidev device manufacturer string,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700f,20,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,glorious,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,glorious,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,pixart,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,wings tech,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,(standard system devices),keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,razer inc,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,razer inc,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 7 265k,20,by tech,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 7 265k,20,by tech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 7 265k,20,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,"hp, inc",mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,zxzk  hy-61 64,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7700 8-core processor              ,16,steelseries,mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i9-11900f @ 2.50ghz,16,logitech,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i9-11900f @ 2.50ghz,16,,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,evision,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,pixart,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,pixart,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,      ,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,      ,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,company ,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7700x 8-core processor             ,16,sino wealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,umdf virtual vhidev device manufacturer string,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,xc tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,xc tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,by tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 2600 six-core processor            ,12,company,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13600kf,12,razer,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13600kf,12,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700k cpu @ 3.60ghz,8,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700k cpu @ 3.60ghz,8,(standard system devices),keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700k cpu @ 3.60ghz,8,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,royuan,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,beken,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,msi,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,freenman,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,bycx,mouse
"gigabyte technology co., ltd.",amd ryzen 3 3100 4-core processor              ,8,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3500 6-core processor              ,6,asustek,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,12,steelseries aps,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,12,steelseries aps,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,12,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,corsair,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,adata,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,zxzk  flash ic,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,corsair,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,cooler master technology inc.,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,semitek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600x 6-core processor             ,12,dakai,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,freenman,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,freenman,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,ry micro    ,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900x3d 12-core processor          ,24,roccat,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,sonix,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,umdf virtual vhidev device manufacturer string,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,gaming kb,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sinowealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,sinowealth,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,12,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,12,semico,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,nxtech,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,pixart,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,wlkb ying 75,mouse
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,instant,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 5 245kf,14,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 5 245kf,14,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 5 245kf,14,sino wealth,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,freenman,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3600x 6-core processor             ,12,pixart,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,by tech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i9-14900k,32,"hp, inc",keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i9-14900k,32,hfd.cn,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i9-12900kf,24,logitech,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i9-12900kf,24,,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500x3d 6-core processor           ,12,compx,mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,sigmachip,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,novatek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,"pixart imaging, inc.",mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,sscypl,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,usb,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-7700k cpu @ 4.20ghz,8,by tech,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-7700k cpu @ 4.20ghz,8,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,semico,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,instant,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700,20,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,evision,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-14100f,8,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i3-14100f,8,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500x3d 6-core processor           ,12,hangsheng,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500x3d 6-core processor           ,12,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,asustek,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700 cpu @ 3.00ghz,8,steelseries,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,usb,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,umdf virtual vhidev device manufacturer string,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10600 cpu @ 3.30ghz,12,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10600 cpu @ 3.30ghz,12,,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,e-signal,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,xctech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-8700 cpu @ 3.20ghz,12,logitech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,company ,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,compx,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,geonworks,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,wlmouse,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,sigmachip,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,sino wealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,compx,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,cx,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,cx,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,sonix,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,corsair,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,vxe v87,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,semico,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-10700 cpu @ 2.90ghz,16,zxwmicrochip,mouse
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,16,semico,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,"pixart imaging, inc.",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,msi ,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12600k,16,semico  ,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12600k,16,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,attack shark,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,yspringtech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 2700x eight-core processor         ,16,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,lizhi flash ic,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i9-11900k @ 3.50ghz,16,steelseries aps,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,a4tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,(стандартные системные устройства),keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,alfaplus semiconductor,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,rapoo,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,vxe v87,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700f,20,razer,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700f,20,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,company ,keyboard
"gigabyte technology co., ltd.",amd ryzen 3 3100 4-core processor              ,8,semico,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7950x3d 16-core processor          ,32,corsair,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,logitech,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,12,,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,compx,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,compx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,      ,mouse
"gigabyte technology co., ltd.",amd ryzen 5 2600x six-core processor           ,12,by tech,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i9-14900ks,32,(standard system devices),keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i9-14900ks,32,cooler master,mouse
"gigabyte technology co., ltd.",amd ryzen 5 pro 3400g with radeon vega graphics,8,instant,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,sonix,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,asus,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,evision,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,atk,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,realtek,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,hfd.cn,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i3-13100f,8,instant,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,keychron,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,dell,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,benq zowie,mouse
"gigabyte technology co., ltd.",amd ryzen 5 4500 6-core processor              ,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 4500 6-core processor              ,12,      ,mouse
"gigabyte technology co., ltd.",amd ryzen 5 4500 6-core processor              ,12,"hp, inc",mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700f,20,beken,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,ione internation co.ltd.,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,lenovo,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6, ,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,dakai,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,compx,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 2600x six-core processor           ,12,sinowealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 pro 4650g with radeon graphics,12,      ,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 pro 4650g with radeon graphics,12,compx,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i3-13100f,8,darmoshark,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,e-signal,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,da tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,da tech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,umdf virtual vhidev device manufacturer string,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700f,28,      ,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700f,28,,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700f,28,steelseries,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,sinowealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5800x3d 8-core processor           ,16,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 5 245kf,14,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) ultra 5 245kf,14,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3500x 6-core processor             ,6,e-signal,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,semico,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,sinowealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,glorious,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700f,20,company ,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i3-12100f,8,e-signal,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i3-12100f,8,e-signal,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-10700 cpu @ 2.90ghz,16,steelseries aps,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-10700 cpu @ 2.90ghz,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,wl,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,wl,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i3-12100f,8,acrox,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,realtek,mouse
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,company ,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,semico  ,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,8,"pixart imaging, inc.",mouse
"gigabyte technology co., ltd.",amd ryzen 5 2600 six-core processor            ,12,      ,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,instant,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i3-12100f,8,sigmachip,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,by tech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7500x3d 6-core processor           ,12,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 3 3300x 4-core processor             ,8,,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,sinowealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,juchen,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,juchen,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,darmoshark,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,usb keyboard,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,cx,mouse
"gigabyte technology co., ltd.",amd ryzen 7 3800x 8-core processor             ,16,hyperx alloy elite rgb,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 3800x 8-core processor             ,16,hyperx alloy elite rgb,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600kf,20,(standart sistem aygıtları),keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600kf,20,sonix,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,cx,mouse
"gigabyte technology co., ltd.",amd ryzen 3 3300x 4-core processor             ,8,"adata technology co., ltd",keyboard
"gigabyte technology co., ltd.",amd ryzen 3 3300x 4-core processor             ,8,steelseries aps,keyboard
"gigabyte technology co., ltd.",amd ryzen 3 3300x 4-core processor             ,8,steelseries aps,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-6700k cpu @ 4.00ghz,8,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,zxzk  v500  00,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,usb keyboard,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,usb hid,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700                               ,16,darmoshark,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,asustek,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,company ,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,company ,mouse
"gigabyte technology co., ltd.",amd ryzen 3 3100 4-core processor              ,8,razer,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,dakai,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400,12,hangsheng,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-6700k cpu @ 4.00ghz,8,steelseries aps,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,      ,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10500 cpu @ 3.10ghz,12,compx,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i3-13100f,8,cx,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,12,steelseries,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,12,"hp, inc",mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,evision,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,umdf virtual vhidev device manufacturer string,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700f,28,telink,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700f,28,compx,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9600k cpu @ 3.70ghz,6,cx,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,microntek             ,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,microntek             ,mouse
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,sinowealth,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,hengchangtong,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 1600 six-core processor            ,12,sinowealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7500f 6-core processor             ,12,hfd.cn,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,litestar,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900 12-core processor             ,24,sinowealth,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,lxddz,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,mchose,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,(standart sistem aygıtları),mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,usb keyboard,keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,"hp, inc",mouse
"gigabyte technology co., ltd.",amd ryzen 7 2700 eight-core processor          ,16,steelseries,mouse
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,asustek,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,soai,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,htltek,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,htltek,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,sscypl,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,darmoshark,mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400 @ 2.60ghz,12,steelseries aps,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-4670k cpu @ 3.40ghz,4,usb,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-4670k cpu @ 3.40ghz,4,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 3600 6-core processor              ,12,vxe v87,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,benq zowie,mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,company ,keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,wfdz,mouse
"gigabyte technology co., ltd.",amd ryzen 5 2600 six-core processor            ,12,"micro-star int'l co., ltd",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 2600 six-core processor            ,12,"micro-star int'l co., ltd",mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,6,razer,mouse
